"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Dec-2020","EQ","597.45","599.75","587.00","594.35","590.50","589.90","591.78","616.10","213.70","2,322,873","1,374,635,965.25","44,920"
"30-Dec-2020","EQ","598.80","604.00","590.05","598.60","593.65","594.35","594.42","616.10","213.70","2,297,999","1,365,968,158.75","36,023"
"29-Dec-2020","EQ","607.70","607.70","593.20","602.45","599.00","598.60","597.80","616.10","213.70","2,114,428","1,264,005,998.70","41,133"
"28-Dec-2020","EQ","607.70","611.95","599.20","601.00","604.10","602.45","605.04","616.10","213.70","2,351,027","1,422,475,482.20","42,471"
"24-Dec-2020","EQ","615.00","616.10","597.05","605.30","601.00","601.00","605.99","616.10","213.70","5,295,707","3,209,134,925.00","74,792"
"23-Dec-2020","EQ","577.80","606.85","573.05","576.00","606.60","605.30","594.28","606.85","213.70","7,582,654","4,506,208,420.95","100,716"
"22-Dec-2020","EQ","559.80","578.05","551.00","562.75","575.50","576.00","567.30","593.40","213.70","3,264,707","1,852,066,528.00","77,281"
"21-Dec-2020","EQ","574.00","579.95","553.70","573.55","560.00","562.75","567.26","593.40","213.70","4,816,486","2,732,200,662.10","85,360"
"18-Dec-2020","EQ","578.00","581.90","567.50","577.30","573.50","573.55","572.83","593.40","213.70","5,068,565","2,903,400,891.80","53,275"
"17-Dec-2020","EQ","584.95","593.40","575.55","583.60","577.65","577.30","583.45","593.40","213.70","3,608,243","2,105,230,913.40","62,208"
"16-Dec-2020","EQ","574.90","585.20","573.70","571.30","584.00","583.60","580.40","591.95","213.70","3,686,970","2,139,899,009.05","63,090"
"15-Dec-2020","EQ","577.00","580.65","566.50","577.00","572.65","571.30","574.06","591.95","213.70","3,411,634","1,958,471,594.90","61,306"
"14-Dec-2020","EQ","579.80","583.00","572.10","576.40","577.00","577.00","578.00","591.95","213.70","2,482,828","1,435,069,013.65","46,273"
"11-Dec-2020","EQ","584.80","589.35","570.55","579.90","575.00","576.40","579.25","591.95","213.70","3,441,778","1,993,666,794.35","57,735"
"10-Dec-2020","EQ","562.00","584.70","560.20","565.50","583.00","579.90","574.13","591.95","213.70","4,578,520","2,628,678,259.60","58,382"
"09-Dec-2020","EQ","564.00","570.00","560.35","562.75","566.20","565.50","566.47","591.95","213.70","2,567,264","1,454,278,922.90","55,588"
"08-Dec-2020","EQ","570.00","570.00","558.00","567.85","563.10","562.75","564.16","591.95","213.70","2,866,169","1,616,971,832.60","81,437"
"07-Dec-2020","EQ","563.95","570.00","561.00","563.50","567.00","567.85","566.70","591.95","213.70","3,707,125","2,100,811,318.00","53,120"
"04-Dec-2020","EQ","552.00","566.90","549.75","550.40","563.00","563.50","560.83","591.95","213.70","4,170,295","2,338,837,478.50","72,617"
"03-Dec-2020","EQ","541.00","552.90","540.00","539.25","550.00","550.40","547.47","591.95","213.70","3,859,218","2,112,820,332.95","60,636"
"02-Dec-2020","EQ","532.00","541.80","530.10","529.30","538.35","539.25","537.70","591.95","213.70","3,694,795","1,986,698,266.85","57,247"
"01-Dec-2020","EQ","554.00","554.00","525.30","538.00","529.90","529.30","536.24","591.95","213.70","5,105,352","2,737,677,757.05","69,180"
"27-Nov-2020","EQ","520.80","545.30","520.55","519.85","537.05","538.00","536.52","591.95","213.70","18,853,563","10,115,365,283.40","154,113"
"26-Nov-2020","EQ","516.50","523.60","505.05","514.80","520.00","519.85","517.68","591.95","213.70","3,566,655","1,846,378,039.45","57,395"
"25-Nov-2020","EQ","529.25","529.40","508.40","526.85","515.95","514.80","515.93","591.95","213.70","2,941,845","1,517,774,118.55","58,276"
"24-Nov-2020","EQ","524.20","530.70","521.65","521.65","526.00","526.85","527.16","591.95","213.70","4,070,241","2,145,673,853.35","61,871"
"23-Nov-2020","EQ","520.00","534.90","519.00","519.05","520.00","521.65","527.42","591.95","213.70","5,314,636","2,803,067,468.90","103,808"
"20-Nov-2020","EQ","520.25","523.80","515.60","515.60","519.30","519.05","519.47","591.95","213.70","2,767,344","1,437,538,448.65","39,996"
"19-Nov-2020","EQ","515.90","528.00","512.25","516.90","514.80","515.60","520.43","591.95","213.70","3,655,576","1,902,482,695.85","51,084"
"18-Nov-2020","EQ","518.30","524.00","514.00","518.30","517.00","516.90","519.73","591.95","213.70","3,693,589","1,919,657,157.30","58,162"
"17-Nov-2020","EQ","518.00","521.85","513.10","516.15","517.80","518.30","518.48","591.95","213.70","2,774,413","1,438,470,413.45","59,938"
"14-Nov-2020","EQ","517.85","518.90","515.00","513.25","515.25","516.15","516.81","591.95","213.70","530,739","274,291,385.50","15,849"
"13-Nov-2020","EQ","509.80","519.00","508.20","508.75","514.50","513.25","514.64","591.95","213.70","4,005,435","2,061,372,258.90","66,439"
"12-Nov-2020","EQ","505.00","512.50","502.20","503.45","507.80","508.75","507.62","591.95","213.70","2,737,879","1,389,804,580.30","37,952"
"11-Nov-2020","EQ","499.50","504.90","495.00","498.40","504.55","503.45","500.37","591.95","213.70","2,912,596","1,457,366,479.35","44,316"
"10-Nov-2020","EQ","511.20","513.50","495.00","509.85","497.00","498.40","501.69","591.95","213.70","3,255,303","1,633,144,103.05","67,659"
"09-Nov-2020","EQ","511.00","517.85","505.50","504.20","508.60","509.85","511.94","591.95","213.70","6,179,187","3,163,388,482.60","94,166"
"06-Nov-2020","EQ","507.75","510.35","501.45","506.45","503.20","504.20","505.86","591.95","213.70","3,209,659","1,623,650,768.45","48,719"
"05-Nov-2020","EQ","497.00","509.20","495.85","492.75","506.65","506.45","504.64","591.95","213.70","5,208,756","2,628,554,782.70","72,352"
"04-Nov-2020","EQ","491.00","498.55","489.00","489.50","494.50","492.75","491.48","591.95","213.70","5,024,804","2,469,590,763.70","65,401"
"03-Nov-2020","EQ","497.80","504.55","488.30","493.75","490.20","489.50","492.48","591.95","213.70","8,103,580","3,990,881,849.35","81,029"
"02-Nov-2020","EQ","494.00","498.20","488.30","492.85","493.85","493.75","493.04","591.95","213.70","6,105,178","3,010,082,438.80","77,058"
"30-Oct-2020","EQ","494.00","500.30","488.90","492.00","494.00","492.85","493.15","591.95","213.70","4,403,239","2,171,439,948.10","79,913"
"29-Oct-2020","EQ","488.60","495.40","484.30","492.85","492.20","492.00","492.12","591.95","213.70","4,366,108","2,148,658,121.60","45,845"
"28-Oct-2020","EQ","501.80","504.80","489.55","498.75","492.45","492.85","496.70","591.95","213.70","5,195,487","2,580,594,935.80","73,287"
"27-Oct-2020","EQ","478.00","501.65","478.00","476.95","501.00","498.75","493.06","591.95","213.70","10,455,347","5,155,151,301.90","237,914"
"26-Oct-2020","EQ","474.90","484.30","470.15","472.80","476.80","476.95","477.78","591.95","213.70","6,102,542","2,915,703,002.50","87,691"
"23-Oct-2020","EQ","469.95","474.00","466.20","466.20","472.80","472.80","471.21","591.95","213.70","2,619,244","1,234,221,072.60","38,356"
"22-Oct-2020","EQ","465.65","470.50","460.45","465.30","466.95","466.20","466.09","591.95","213.70","3,460,945","1,613,125,807.35","73,891"
"21-Oct-2020","EQ","479.70","482.30","458.95","477.90","464.50","465.30","470.22","591.95","213.70","4,907,270","2,307,508,487.45","71,357"
"20-Oct-2020","EQ","476.00","484.00","475.15","475.85","476.30","477.90","478.99","591.95","213.70","2,736,592","1,310,791,767.35","67,117"
